,name,country,latitude,longitude,picture,caption,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,continent
<Church_of_Saint_Mary_of_the_Mongols>,Church of Saint Mary of the Mongols,Turkey,41.029722,28.948889,StMaryOfTheMongols20071010 01.jpg,The tower of the church viewed from South,https://upload.wikimedia.org/wikipedia/commons/d/db/StMaryOfTheMongols20071010_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/StMaryOfTheMongols20071010_01.jpg/250px-StMaryOfTheMongols20071010_01.jpg,"Saint Mary of the Mongols (full name in Greek: Θεοτόκος Παναγιώτισσα (pr. Theotókos Panaghiótissa, lit. ""All-Holy Theotokos"") or Παναγία Μουχλιώτισσα (pr. Panaghía Muchliótissa); Turkish name: Kanlı Kilise (meaning: Bloody Church), is an Eastern Orthodox church in Istanbul. It is the only remaining Byzantine church of Constantinople that has never been converted to a mosque, always remaining open to the Greek Orthodox Church.",00098.jpg,00099.jpg,Asia
"<Church_of_St_Nicholas,_Valletta>",Church of St Nicholas,Malta,35.899527777777784,14.516805555555555,St Nicholas Church Valletta.jpg,Façade of the Church of St. Nicholas,https://upload.wikimedia.org/wikipedia/commons/4/48/St_Nicholas_Church_Valletta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/St_Nicholas_Church_Valletta.jpg/250px-St_Nicholas_Church_Valletta.jpg,"The Church of Saint Nicholas (Maltese: Il-Knisja ta' San Nikola, Greek: Εκκλησία του Αγίου Νικολάου, Serbian: Црква Светог Николе), also known as the Church of All Souls (Maltese: Il-Knisja tal-Erwieħ), is a Greek Catholic church in Valletta, Malta, dedicated to Saint Nicholas. Originally built as a Greek Orthodox church in 1569, it was conceded to the Confraternity of the Souls in Purgatory in 1639, who rebuilt the church in the Baroque style in 1652. The church was passed back to the Greek Catholic congregation in 2014 however the church is used for Roman Catholic and Serbian Orthodox services, respectively.",00099.jpg,00100.jpg,Europe
<Kuruköprü_Monumental_Church>,Kuruköprü Monumental Church,Turkey,36.98972222222222,35.32277777777778,"Kuruköprü Church, front view.JPG",Street view,https://upload.wikimedia.org/wikipedia/commons/8/8d/Kuruk%C3%B6pr%C3%BC_Church%2C_front_view.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Kuruk%C3%B6pr%C3%BC_Church%2C_front_view.JPG/250px-Kuruk%C3%B6pr%C3%BC_Church%2C_front_view.JPG,"Kuruköprü Monumental Church (Turkish: Kuruköprü Anıt Kilisesi), is the former Agios Nikolaos Greek Church located in the Kuruköprü area of the city of Adana. The church now serves as a historical site for touristic visits.

Agios Nikolaos Orthodox Church was built in 1845 by the Greek community of the city. It was in service until 1910s and was abandoned after the departure of the community in the Greco-Turkish population exchange.  The church was converted into Archaeology Museum in 1950. After the move of the Archaeology Museum to a new location, the former church was occupied by the newly formed Ethnography Museum in 1983. The church is restored to its origin in 2015 and renamed Kuruköprü Monumental Church.",00100.jpg,00101.jpg,Asia
<Santa_Maria_Domenica_Mazzarello_titular_church>,Santa Maria Domenica Mazzarello titular church,Italy,41.8602,12.576794999999999,Don Bosco - S. Maria Domenica Mazzarello 03.JPG,Entrance to Santa Maria Domenica Mazzarello,https://upload.wikimedia.org/wikipedia/commons/8/8b/Don_Bosco_-_S._Maria_Domenica_Mazzarello_03.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Don_Bosco_-_S._Maria_Domenica_Mazzarello_03.JPG/250px-Don_Bosco_-_S._Maria_Domenica_Mazzarello_03.JPG,,00101.jpg,00102.jpg,Europe
<Lucca_Cathedral>,Lucca Cathedral,Italy,43.840694444444466,10.505833333333333,Dome Lucques Duomo San Martino Lucca.jpg,Façade and bell tower of Lucca Cathedral,https://upload.wikimedia.org/wikipedia/commons/0/06/Dome_Lucques_Duomo_San_Martino_Lucca.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Dome_Lucques_Duomo_San_Martino_Lucca.jpg/250px-Dome_Lucques_Duomo_San_Martino_Lucca.jpg,"Lucca Cathedral (Italian: Duomo di Lucca, Cattedrale di San Martino) is a Roman Catholic cathedral dedicated to Saint Martin of Tours in Lucca, Italy. It is the seat of the Archbishop of Lucca. Construction was begun in 1063 by Bishop Anselm (later Pope Alexander II).",00102.jpg,00103.jpg,Europe
<Church_of_Saint_Simeon_Stylites>,Church of Saint Simeon Stylites,Syria,36.33416666666667,36.84388888888889,Church of Saint Simeon Stylites 17.jpg,Overview of the complex,https://upload.wikimedia.org/wikipedia/commons/b/b1/Church_of_Saint_Simeon_Stylites_17.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Church_of_Saint_Simeon_Stylites_17.jpg/250px-Church_of_Saint_Simeon_Stylites_17.jpg,"The Church of Saint Simeon Stylites (Arabic: كنيسة مار سمعان العمودي‎, romanized: Kanīsat Mār Simʿān el-ʿAmūdī) is a building that can be traced back to the 5th century, located approximately 30 kilometres (19 mi) northwestern part of Aleppo, Syria. It is one of the oldest surviving church complexes. It was constructed on the site of the pillar of Saint Simeon Stylites, a renowned recluse monk. The church is popularly known as either Qalaat Semaan (قلعة سمعان‎, Qalʿat Simʿān, the 'Fortress of Simeon') or Deir Semaan (دير سمعان‎, Dayr Simʿān, the 'Monastery of Simeon').",00103.jpg,00104.jpg,Asia
"<San_Giacomo_della_Spada,_Alcamo>",San Giacomo della Spada,Italy,37.979929999999996,12.966289999999999,Chiesa di San Giacomo de Spada (Alcamo) 06.jpg,The façade,https://upload.wikimedia.org/wikipedia/commons/d/d8/Chiesa_di_San_Giacomo_de_Spada_%28Alcamo%29_06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Chiesa_di_San_Giacomo_de_Spada_%28Alcamo%29_06.jpg/250px-Chiesa_di_San_Giacomo_de_Spada_%28Alcamo%29_06.jpg,"San Giacomo della Spada (""Saint James of the Sword"") is a  Catholic church in Alcamo, in the  province of Trapani, adjoining it there was the Hospice of Pilgrims.",00104.jpg,00105.jpg,Europe
<Church_of_the_Tithes>,Church of the Tithes,Ukraine,50.4577777878,30.51750001,Desjatynna westerfeld.jpg,"The ruined Church of the Tithes in the 1650s, drawn by Abraham van Westerveld.",https://upload.wikimedia.org/wikipedia/commons/f/f7/Desjatynna_westerfeld.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Desjatynna_westerfeld.jpg/250px-Desjatynna_westerfeld.jpg,"The Church of the Tithes or Church of the Dormition of the Virgin (Ukrainian: Десятинна Церква, Desiatynna Tserkva; Russian: Десятинная Церковь, Desyatinnaya Tserkov') was the first stone church in Kiev. Originally it was built by the order of Grand Prince Vladimir (Volodymyr) the Great between 989 and 996 by Byzantine and local workers at the site of death of martyrs Theodor the Varangian and his son Johann. It was originally named the ""Church of Our Lady"", in honor of the Dormition of the Theotokos. The church was ruined in 1240 during the siege of Kiev by Mongol armies of Batu Khan.
Vladimir set aside a tithe of his income and property to finance the church's construction and maintenance, which gave the church its popular name.
On an initiative of the Metropolitan of Kiev Eugene Bolkhovitinov, the church was rebuilt in the mid 19th century, but in 1928 it was once again destroyed by the Soviet regime.",00105.jpg,00106.jpg,Europe
<Torre_Mapfre>,Torre Mapfre,Spain,41.38777777777778,2.1975,Torre Mapfre by night.JPG,Torre Mapfre by night,https://upload.wikimedia.org/wikipedia/commons/c/c3/Torre_Mapfre_by_night.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Torre_Mapfre_by_night.JPG/250px-Torre_Mapfre_by_night.JPG,"Torre Mapfre is a skyscraper in the Port Olímpic (Olympic Port), the maritime neighborhood of the Old City of Barcelona in Spain.  It is named after its owner, Mapfre, an insurance company.
Also present in the tower are: Kantox, ExoClick, Dorlet, Europerfil, Madrid Leasing (CAJA MADRID),  Condal Grues, URSSA (Mondragón Corporation), Flex Multimedia Advertising SL (Flex Multimedia Group LTD), Kofax, Oriol Bohigues, Necso, Uniland Cementera S.A, Cementos Portland Valderrivas, Zardoya Otis, Texsa S.A, Oliver Wyman, Criteo.
This tower holds the title for highest helipad in Spain at 154 m (505 ft) above ground. Unlike its twin, Hotel Arts, this tower is a mixed use tower.",00106.jpg,00107.jpg,Europe
<Badia_delle_Sante_Flora_e_Lucilla>,Badia delle Sante Flora e Lucilla,Italy,43.4654,11.8794,"Badia delle sante flora e lucilla, arezzo, 02.JPG",Badia delle Sante Flora e Lucilla,https://upload.wikimedia.org/wikipedia/commons/7/7c/Badia_delle_sante_flora_e_lucilla%2C_arezzo%2C_02.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Badia_delle_sante_flora_e_lucilla%2C_arezzo%2C_02.JPG/250px-Badia_delle_sante_flora_e_lucilla%2C_arezzo%2C_02.JPG,"The Badia delle Sante Flora e Lucilla or Abbey of Saints Flora e Lucilla is a Medieval abbey in Arezzo, Tuscany, Italy.",00107.jpg,00108.jpg,Europe
"<St_Mary_Magdalene's_Church,_St_Leonards-on-Sea>",St Mary Magdalene's Church,United Kingdom,50.8532,0.565,"St Mary Magdalene's Church (Greek Orthodox), St Leonards (IoE Code 294069).jpg",The church from the southwest,https://upload.wikimedia.org/wikipedia/commons/4/4b/St_Mary_Magdalene%27s_Church_%28Greek_Orthodox%29%2C_St_Leonards_%28IoE_Code_294069%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/St_Mary_Magdalene%27s_Church_%28Greek_Orthodox%29%2C_St_Leonards_%28IoE_Code_294069%29.jpg/250px-St_Mary_Magdalene%27s_Church_%28Greek_Orthodox%29%2C_St_Leonards_%28IoE_Code_294069%29.jpg,"St Mary Magdalene's Church is a Greek Orthodox place of worship in St Leonards-on-Sea, a town and seaside resort which is part of the Borough of Hastings in East Sussex, England.  Built in 1852 for Anglican worshippers in the growing new town of St Leonards-on-Sea, a seaside resort which had been laid out from the 1820s, the church's prominent position on the skyline overlooking the town was enhanced in 1872 by the addition of a tower.  No longer required by the Anglican community in the 1980s, it was quickly bought by the Greek Orthodox Church and converted into a place of worship in accordance with their requirements.  The alterations were minimal, though, and the building retains many of its original fittings and its ""archaeologically correct Gothic"" exterior which reflected architectural norms of the early Victorian era.  English Heritage has listed the church at Grade II for its architectural and historical importance.",00108.jpg,00109.jpg,Europe
<Xenophontos_monastery>,Xenophontos monastery,Greece,40.245833333333344,24.190277777777766,Xenophontos Monastery.jpg,External view of the monastery.,https://upload.wikimedia.org/wikipedia/commons/a/ac/Xenophontos_Monastery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Xenophontos_Monastery.jpg/250px-Xenophontos_Monastery.jpg,"Xenophontos monastery (Greek: Μονή Ξενοφώντος) is an Orthodox Christian monastery in the monastic state of Mount Athos in Greece. 
It stands by the sea, on the western shore of the Athos peninsula. It was built in the tenth or eleventh century. The monastery is dedicated to St George and has 11 chapels inside and 6 outside. The main church was built just prior to the Greek Revolution of 1821 and is in the neo-classical style.  It is perhaps the largest on Mt Athos and has perfect acoustics.  A large cross is suspended above the inner sanctum and the choirs of the monks do some of the best traditional Byzantine chanting in the whole peninsula; Vatopedi and Gregioriou may be its only rivals. Abbot Alex is the leader as of 2015. Extensive renovations are being done with money provided by the Greek Government and the EC; many of the workers are from Albania and live nearby.  The monastery ranks sixteenth in the hierarchy of the Athonite monasteries. The community has about 55 working monks.  Most are Greek, with two senior monks being American. 
The library contains c. 300 manuscripts and 4,000 printed books.",00109.jpg,00110.jpg,Europe
<Basilica_of_Santa_Maria_in_Ara_Coeli>,Basilica of Santa Maria in Ara Coeli,Italy,41.89388888888889,12.483333333333333,Aracoeli-fachada.jpg,Façade of the Basilica with the monumental staircase.,https://upload.wikimedia.org/wikipedia/commons/2/2b/Aracoeli-fachada.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Aracoeli-fachada.jpg/250px-Aracoeli-fachada.jpg,,00110.jpg,00111.jpg,Europe
"<San_Pietro_Martire,_Murano>",San Pietro Martire,Italy,45.455138888888904,12.352611111111116,"4300 - Murano - S. Pietro Martire - Facciata - Foto Giovanni Dall'Orto, 16-July-2008.jpg",Façade of San Pietro Martire.,https://upload.wikimedia.org/wikipedia/commons/e/ef/4300_-_Murano_-_S._Pietro_Martire_-_Facciata_-_Foto_Giovanni_Dall%27Orto%2C_16-July-2008.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/4300_-_Murano_-_S._Pietro_Martire_-_Facciata_-_Foto_Giovanni_Dall%27Orto%2C_16-July-2008.jpg/250px-4300_-_Murano_-_S._Pietro_Martire_-_Facciata_-_Foto_Giovanni_Dall%27Orto%2C_16-July-2008.jpg,"San Pietro Martire (English: St. Peter Martyr)  is a Roman catholic parish church in Murano, near Venice, northern Italy.",00111.jpg,00112.jpg,Europe
<Las_Palmas_Cathedral>,Las Palmas Cathedral,Spain,28.10083333333333,-15.414722222222226,Catedral Santa Ana.jpg,Cathedral of Santa Ana.,https://upload.wikimedia.org/wikipedia/commons/d/d4/Catedral_Santa_Ana.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Catedral_Santa_Ana.jpg/250px-Catedral_Santa_Ana.jpg,"The Cathedral of Santa Ana (Holy Cathedral-Basilica of Canary or Cathedral of Las Palmas de Gran Canaria) is a Roman Catholic church located in Las Palmas, Canary Islands. The cathedral is the seat of the Diocese of the Canaries. It is situated within the Vegueta neighborhood, next to the Plaza Mayor of Santa Ana. The feast of the cathedral's dedication is celebrated annually on November 26. The structure is considered the most important monument of Canarian religious architecture.",00112.jpg,00113.jpg,Europe
<Sagrada_Família>,Sagrada Família,Spain,41.40361111111111,2.174444444444444,Sagrada Familia 01.jpg,View of the Passion Façade (Western side) in September 2009 (cranes digitally removed),https://upload.wikimedia.org/wikipedia/commons/e/ee/Sagrada_Familia_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Sagrada_Familia_01.jpg/250px-Sagrada_Familia_01.jpg,"The Basílica de la Sagrada Família (Catalan: [bəˈzilikə ðə lə səˈɣɾaðə fəˈmiljə]; Spanish: Basílica de la Sagrada Familia; 'Basilica of the Holy Family'), also known as the Sagrada Família, is a large unfinished Roman Catholic minor basilica in the Eixample district of Barcelona, Catalonia, Spain. Designed by Spanish/Catalan architect Antoni Gaudí (1852–1926), his work on the building is part of a UNESCO World Heritage Site. On 7 November 2010, Pope Benedict XVI consecrated the church and proclaimed it a minor basilica.On  19 March 1882, construction of the Sagrada Família began under architect Francisco de Paula del Villar. In 1883, when Villar resigned, Gaudí took over as chief architect, transforming the project with his architectural and engineering style, combining Gothic and curvilinear Art Nouveau forms. Gaudí devoted the remainder of his life to the project, and he is buried in the crypt. At the time of his death in 1926, less than a quarter of the project was complete.Relying solely on private donations, the Sagrada Família's construction progressed slowly and was interrupted by the Spanish Civil War. In July 1936, revolutionaries set fire to the crypt and broke their way into the workshop, partially destroying Gaudí's original plans, drawings and plaster models, which led to 16 years of work to piece together the fragments of the master model. Construction resumed to intermittent progress in the 1950s. Advancements in technologies such as computer aided design and computerised numerical control (CNC) have since enabled faster progress and construction passed the midpoint in 2010. However, some of the project's greatest challenges remain, including the construction of ten more spires, each symbolising an important Biblical figure in the New Testament. It is anticipated that the building can be completed by 2026, the centenary of Gaudí's death.The basilica has a long history of splitting opinion among the residents of Barcelona: over the initial possibility it might compete with Barcelona's cathedral, over Gaudí's design itself, over the possibility that work after Gaudí's death disregarded his design, and the 2007 proposal to build a tunnel of Spain's high-speed rail link to France which could disturb its stability. Describing the Sagrada Família, art critic Rainer Zerbst said ""it is probably impossible to find a church building anything like it in the entire history of art"", and Paul Goldberger describes it as ""the most extraordinary personal interpretation of Gothic architecture since the Middle Ages"". The basilica is not the cathedral church of the Archdiocese of Barcelona, as that title belongs to the Cathedral of the Holy Cross and Saint Eulalia.",00113.jpg,00114.jpg,Europe
"<Auberge_de_France,_Birgu>",Auberge de France,Malta,35.8885,14.522861111111116,Knight street.jpg,View of Hilda Tabone Street with Auberge de France in the distance,https://upload.wikimedia.org/wikipedia/commons/1/1a/Knight_street.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Knight_street.jpg/250px-Knight_street.jpg,"Auberge de France (Maltese: Berġa ta' Franza) is an auberge in Birgu, Malta. It was built in around 1533 (incorporating an earlier building) to house knights of the Order of Saint John from the langue of France, which induced the entire Kingdom of France except for Auvergne and Provence which were separate langues. The building housed the French langue until a new Auberge de France was opened in Valletta.
The building was subsequently sold, and it remained in private hands in the subsequent centuries, at times being informally known as il-Palazz tal-Miljunarju (The Palace of the Millionaire). In the 19th and 20th centuries, the building was used for a number of purposes, including as a school, a furniture factory and a museum. It is now Birgu's city hall, being the seat of the local council.",00114.jpg,00115.jpg,Europe
<Church_of_the_Dormition_of_Our_Lady>,Church of the Dormition of Our Lady,Syria,36.206035,37.155768,"Church of the Dormition of Our Lady, Greek Orthodox, Aleppo (the belfry).jpg",Church of the Dormition of Our Lady,https://upload.wikimedia.org/wikipedia/commons/d/d8/Church_of_the_Dormition_of_Our_Lady%2C_Greek_Orthodox%2C_Aleppo_%28the_belfry%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Church_of_the_Dormition_of_Our_Lady%2C_Greek_Orthodox%2C_Aleppo_%28the_belfry%29.jpg/250px-Church_of_the_Dormition_of_Our_Lady%2C_Greek_Orthodox%2C_Aleppo_%28the_belfry%29.jpg,"Church of the Dormition of Our Lady (Arabic: كنيسة رقاد السيدة العذراء‎) is a Greek Orthodox church in Jdeydeh quarter of Aleppo, Syria. The church belongs the Greek Orthodox Prelacy, the Diocese of Aleppo. It was built during the first half of the 15th century and is active up to now.",00115.jpg,00116.jpg,Asia
"<Trinity_Church,_Marsa>",Trinity Church,Malta,35.88283333333333,14.49425,Malta - Marsa - 1967 (8240538101).jpg,The church in 1967,https://upload.wikimedia.org/wikipedia/commons/e/e9/Malta_-_Marsa_-_1967_%288240538101%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Malta_-_Marsa_-_1967_%288240538101%29.jpg/250px-Malta_-_Marsa_-_1967_%288240538101%29.jpg,"The Church of the Holy Trinity or simply Trinity Church is a Roman Catholic Parish church located in Marsa, Malta.",00116.jpg,00117.jpg,Europe
<Chiesa_del_Sacro_Cuore_del_Suffragio>,Chiesa del Sacro Cuore del Suffragio,Italy,41.90418888888889,12.472325,Iglesia del sacro cuore-roma-2011.JPG,Façade of the church,https://upload.wikimedia.org/wikipedia/commons/9/95/Iglesia_del_sacro_cuore-roma-2011.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Iglesia_del_sacro_cuore-roma-2011.JPG/250px-Iglesia_del_sacro_cuore-roma-2011.JPG,,00117.jpg,00118.jpg,Europe
<Zamora_Cathedral>,Zamora Cathedral,Spain,41.498979999999996,-5.75464,Catedral de Zamora (fachada principal)2.JPG,Main façade,https://upload.wikimedia.org/wikipedia/commons/2/23/Catedral_de_Zamora_%28fachada_principal%292.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Catedral_de_Zamora_%28fachada_principal%292.JPG/250px-Catedral_de_Zamora_%28fachada_principal%292.JPG,"The Cathedral of Zamora is a Roman Catholic church in Zamora, in Castile and León, Spain, located  above the right bank of the Duero It remains surrounded by its old walls and gates. 
Built between 1151 and 1174, it is one of the finest examples of Spanish Romanesque architecture.",00118.jpg,00119.jpg,Europe
<Ancient_synagogue_(Barcelona)>,Ancient synagogue,Spain,41.3825,2.1758333333333333,Call de Barcelona Marlet.jpg,"Carrer Marlet, in the old Jewish quarter of Barcelona. The ""Sinagoga Major"" is on the left.",https://upload.wikimedia.org/wikipedia/commons/5/50/Call_de_Barcelona_Marlet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Call_de_Barcelona_Marlet.jpg/250px-Call_de_Barcelona_Marlet.jpg,"The Ancient Synagogue of Barcelona (Catalan: Sinagoga Major de Barcelona, Spanish: Sinagoga Mayor de Barcelona) is believed to be an ancient synagogue located in the centre of Barcelona, Catalonia, Spain. It has been described as one of the oldest synagogues in Europe. After many centuries of use for other purposes, the building re-opened as a synagogue and museum in 2002.  No congregation prays regularly at the Sinagoga Major, but it is used for festive occasions.",00119.jpg,00120.jpg,Europe
"<Small_Basilica,_Plovdiv>",Small Basilica,Bulgaria,42.146407,24.757954,Small basilica.jpg,Mosaics in the small basilica of Philippopolis,https://upload.wikimedia.org/wikipedia/commons/b/b3/Small_basilica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Small_basilica.jpg/250px-Small_basilica.jpg,"The Small Basilica of Philippopolis (Bulgarian: Малка базилика на Филипопол, Malka bazilika na Filipopol) is one of Plovdiv's most distinctive landmarks. The basilica is located on Maria Louisa Blvd in the central part of Bulgaria's second-largest city. The ruins of the early Christian church were found during construction works in the area in 1988. The three-nave basilica is an example of the exceptional skill of mosaic builders in ancient Philippopolis.",00120.jpg,00121.jpg,Europe
<Saint_George_Greek_Orthodox_Cathedral>,Saint George Greek Orthodox Cathedral,Lebanon,33.896339000000005,35.50514099999999,St. georg beirut griechisch-orthodox.jpg,View of the cathedral from Nejmeh square,https://upload.wikimedia.org/wikipedia/commons/2/25/St._georg_beirut_griechisch-orthodox.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/St._georg_beirut_griechisch-orthodox.jpg/250px-St._georg_beirut_griechisch-orthodox.jpg,Saint George Greek Orthodox Cathedral (Arabic: كاتدرائية القديس جاورجيوس للروم الارثوذكس‎) is the seat of the Greek Orthodox Metropolitan bishop of the Greek Orthodox Archdiocese of Beirut and its dependencies. It is the city's oldest extant church: it has been built over the disappeared Anastasi Romano-Byzantine Cathedral.,00121.jpg,00122.jpg,Asia
<Inquisitor's_Palace>,Inquisitor's Palace,Malta,35.88722222222222,14.5225,Malta Vittoriosa BW 2011-10-06 11-37-03.jpg,Façade of the Inquisitor's Palace,https://upload.wikimedia.org/wikipedia/commons/e/e4/Malta_Vittoriosa_BW_2011-10-06_11-37-03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Malta_Vittoriosa_BW_2011-10-06_11-37-03.jpg/250px-Malta_Vittoriosa_BW_2011-10-06_11-37-03.jpg,"The Inquisitor's Palace (Maltese: Il-Palazz tal-Inkwiżitur), also known as the Sacred Palace, is a palace in Birgu, Malta. It was the seat of the Maltese Inquisition from 1574 to 1798, under the name Palazzo del Sant'Officio (Sicilian: Sant'Ujfizzio di Malta). The building was originally constructed as a courthouse known as the Castellania in the early 16th century, but little remains of the original building due to major alterations and renovations carried out in the subsequent centuries.
After the inquisition was abolished during the French occupation of Malta in 1798, the palace was used for a number of purposes, including as a military hospital, a mess hall and a convent. It has been a museum since 1966, being known as the National Museum of Ethnography since 1992. The building is one of the few surviving palaces of its kind in the world, and the only one which is open to the public.",00122.jpg,00123.jpg,Europe
<Kaupanger_Stave_Church>,Kaupanger Stave Church,Norway,61.184167,7.233333,Kaupanger Stavkyrkje.JPG,View of the church,https://upload.wikimedia.org/wikipedia/commons/6/61/Kaupanger_Stavkyrkje.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Kaupanger_Stavkyrkje.JPG/250px-Kaupanger_Stavkyrkje.JPG,"Kaupanger Stave Church (Norwegian: Kaupanger stavkyrkje) is the largest stave church in Vestland county, Norway. It is a parish church of the Church of Norway in Sogndal Municipality and it is located in the village of Kaupanger, on the northern shore of the Sognefjorden. It is the church for the Kaupanger parish which is part of the Sogn prosti (deanery) in the Diocese of Bjørgvin. The brown, wooden church was built in the mid-12th century (around 1140) and it has been in use ever since that time. The church seats about 125 people.The church is a Norwegian Cultural Heritage Site and it is owned by the Society for the Preservation of Ancient Norwegian Monuments. The nave is supported by 22 staves (large bearing columns), eight on each of the longer sides and three on each of the shorter. The elevated chancel is carried by four free standing staves. The church has the largest number of staves to be found in any one stave church. It is the largest of the five stave churches in Sogn og Fjordane county.",00123.jpg,00124.jpg,Europe
<Hotel_Alfonso_XIII>,Hotel Alfonso XIII,Spain,37.382222222222225,-5.992222222222222,"Hotel Alfonso XIII, Sevilla, España, 2015-12-06, DD 80.JPG",Facade,https://upload.wikimedia.org/wikipedia/commons/8/8c/Hotel_Alfonso_XIII%2C_Sevilla%2C_Espa%C3%B1a%2C_2015-12-06%2C_DD_80.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Hotel_Alfonso_XIII%2C_Sevilla%2C_Espa%C3%B1a%2C_2015-12-06%2C_DD_80.JPG/250px-Hotel_Alfonso_XIII%2C_Sevilla%2C_Espa%C3%B1a%2C_2015-12-06%2C_DD_80.JPG,"Hotel Alfonso XIII is a historic hotel in Seville, Spain, located on Calle San Fernando, next to the University of Seville. Designed by the architect José Espiau y Muñoz, it was built between 1916 and 1928 especially for the Ibero-American Exposition of 1929. It officially opened on April 28, 1929, with a sumptuous banquet attended by King Alfonso XIII and Queen Victoria Eugenie of Battenberg. The hotel is owned by the City of Seville and managed by The Luxury Collection division of Marriott Hotels.",00124.jpg,00125.jpg,Europe
<Hestad_Chapel>,Hestad Chapel,Norway,61.3292,5.9363,Hestad kapell.JPG,View of the church,https://upload.wikimedia.org/wikipedia/commons/f/f8/Hestad_kapell.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Hestad_kapell.JPG/250px-Hestad_kapell.JPG,"Hestad Chapel (Norwegian: Hestad kapell) is a parish church of the Church of Norway in Sunnfjord Municipality in Vestland county, Norway. It is located in the village of Hestad, on a small peninsula jutting into the Hestadfjorden, a lake that is part of the river Gaula. Because of its location on a small ""island""-like peninsula, the church is also known as the Øyrakyrkja (""island church""). It is one of the four churches for the Gaular parish which is part of the Sunnfjord prosti (deanery) in the Diocese of Bjørgvin. The white, wooden church was built in a long church style in 1805 by an unknown architect. The church seats about 80 people.",00125.jpg,00126.jpg,Europe
<Santa_Prassede>,Santa Prassede,Italy,41.89611111111111,12.49861111111111,Mosaic of the vault of the chapel of San Zeno (IX century).jpg,Ceiling of the San Zeno chapel.,https://upload.wikimedia.org/wikipedia/commons/1/13/Mosaic_of_the_vault_of_the_chapel_of_San_Zeno_%28IX_century%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Mosaic_of_the_vault_of_the_chapel_of_San_Zeno_%28IX_century%29.jpg/250px-Mosaic_of_the_vault_of_the_chapel_of_San_Zeno_%28IX_century%29.jpg,"The Basilica of Saint Praxedes (Latin: Basilica Sanctae Praxedis, Italian: Basilica di Santa Prassede all’Esquillino), commonly known in Italian as Santa Prassede, is an ancient titular church and  minor basilica located near the papal basilica of Saint Mary Major, on Via di Santa Prassede, 9/a in rione Monti of Rome, Italy. The current Cardinal Priest of Titulus Sancta Praxedis is Paul Poupard.",00126.jpg,00127.jpg,Europe
<Abbey_of_San_Martino_in_Valle>,Abbey of San Martino in Valle,Italy,42.0887,14.1924,Fara San Martino - Abbazia di San Martino in Valle 15.JPG,View of the abbey,https://upload.wikimedia.org/wikipedia/commons/4/41/Fara_San_Martino_-_Abbazia_di_San_Martino_in_Valle_15.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fara_San_Martino_-_Abbazia_di_San_Martino_in_Valle_15.JPG/250px-Fara_San_Martino_-_Abbazia_di_San_Martino_in_Valle_15.JPG,"Abbazia di San Martino in Valle (Italian for Abbey of San Martino in Valle)  is a  medieval abbey in Fara San Martino, Province of Chieti (Abruzzo).",00127.jpg,00128.jpg,Europe
