,capital,latitude,longitude,currency,imagemap,people,picture,area,picture_url,picture_thumb,imagemap_url,imagemap_thumb,description,picture_url_local,picture_thumb_local,imagemap_url_local,imagemap_thumb_local,name,continent
<Qatar>,Doha,25.5,51.25,Qatari riyal,QAT orthographic.svg,2576181,Flag of Qatar.svg,11586.0,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/250px-Flag_of_Qatar.svg.png,https://upload.wikimedia.org/wikipedia/commons/d/d4/QAT_orthographic.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/QAT_orthographic.svg/250px-QAT_orthographic.svg.png,"Qatar (,  (listen),  or  (listen); Arabic: قطر‎ Qaṭar [ˈqatˤar]; local vernacular pronunciation: [ˈɡɪtˤɑr]), officially the State of Qatar (Arabic: دولة قطر‎ Dawlat Qaṭar), is a country located in Western Asia, occupying the small Qatar Peninsula on the northeastern coast of the Arabian Peninsula. Its sole land border is with neighbouring Gulf Cooperation Council (GCC) monarchy Saudi Arabia to the south, with the rest of its territory surrounded by the Persian Gulf. The Gulf of Bahrain, an inlet of the Persian Gulf, separates Qatar from nearby Bahrain.
In early 2017, Qatar's total population was 2.6 million: 313,000 Qatari citizens and 2.3 million expatriates. Islam is the official religion of Qatar. In terms of income, the country has the third-highest GDP (PPP) per capita in the world, and the sixth-highest GNI per capita (Atlas method). Qatar is classified by the UN as a country of very high human development, having the highest HDI in the Arab world after UAE and Saudi Arabia. Qatar is a World Bank high-income economy, backed by the world's third-largest natural gas reserves and oil reserves.Qatar has been ruled by the House of Thani since Mohammed bin Thani signed a treaty with the British in 1868 that recognised its separate status. Following Ottoman rule, Qatar became a British protectorate in the early 20th century until gaining independence in 1971. In 2003, the constitution was overwhelmingly approved in a referendum, with almost 98% in favour. In the 21st century, Qatar emerged as a significant power in the Arab world both through its globally expanding media group, Al Jazeera Media Network, and reportedly supporting several rebel groups financially during the Arab Spring. For its size, Qatar wields disproportionate influence in the world, and has been identified as a middle power. Qatar is currently the subject of a diplomatic and economic embargo by Saudi Arabia, the United Arab Emirates (UAE), Bahrain, and Egypt, which began in June 2017. Saudi Arabia has proposed the construction of the Salwa Canal, which would run along the Saudi-Qatar border, effectively turning Qatar into an island.",00130.svg,00131.png,00128.svg,00130.png,Qatar,Asia
<Republic_of_Macedonia>,Skopje,41.6,21.7,Macedonian denar,Europe-Macedonia.svg,2082370,Flag of Macedonia.svg,25713.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_North_Macedonia.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_North_Macedonia.svg/250px-Flag_of_North_Macedonia.svg.png,https://upload.wikimedia.org/wikipedia/commons/9/9f/Europe-Republic_of_North_Macedonia.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Europe-Republic_of_North_Macedonia.svg/250px-Europe-Republic_of_North_Macedonia.svg.png,,00131.svg,00132.png,00129.svg,00131.png,Republic of Macedonia,Europe
<Romania>,Bucharest,46.0,25.0,Romanian leu,EU-Romania.svg,19942642,Flag of Romania.svg,238391.0,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/250px-Flag_of_Romania.svg.png,https://upload.wikimedia.org/wikipedia/commons/1/13/EU-Romania.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/EU-Romania.svg/250px-EU-Romania.svg.png,"Romania ( (listen) ro-MAY-nee-ə; Romanian: România [romɨˈni.a] (listen)) is a country located at the crossroads of Central, Eastern, and Southeastern Europe. It shares land borders with Bulgaria to the south, Ukraine to the north, Hungary to the west, Serbia to the southwest, and Moldova to the east and has its opening to the Black Sea. It has a predominantly temperate-continental climate. With a total area of 238,397 square kilometres (92,046 square miles), Romania is the twelfth-largest country in Europe and the seventh-most populous member state of the European Union, having approximately 20 million inhabitants. Its capital and largest city is Bucharest. Other major urban areas include: Cluj-Napoca, Timișoara, Iași, Constanța, Craiova, Brașov, and Galați.
The River Danube, Europe's second-longest river, rises in Germany's Black Forest and flows in a generally southeasterly direction for 2,857 km (1,775 mi), coursing through ten countries before emptying into Romania's Danube Delta. The Carpathian Mountains, which cross Romania from the north to the southwest, include Moldoveanu Peak, at an altitude of 2,544 m (8,346 ft).Modern Romania was formed in 1859 through a personal union of the Danubian Principalities of Moldavia and Wallachia. The new state, officially named Romania since 1866, gained independence from the Ottoman Empire in 1877. Following the outbreak of World War I, after declaring its neutrality in 1914, Romania fought on the side of the Allied Powers beginning in 1916. Afterwards Bukovina, Bessarabia, Transylvania as well as parts of Banat, Crișana, and Maramureș became part of the sovereign Kingdom of Romania. In June–August 1940, as a consequence of the Molotov–Ribbentrop Pact and Second Vienna Award, Romania was compelled to cede Bessarabia and Northern Bukovina to the Soviet Union, and Northern Transylvania to Hungary. In November 1940, Romania signed the Tripartite Pact and, consequently, in June 1941 entered World War II on the Axis side, fighting against the Soviet Union until August 1944, when it joined the Allies and recovered Northern Transylvania. Following the war, under the occupation of the Red Army's forces, Romania became a socialist republic and a member of the Warsaw Pact. After the 1989 Revolution, Romania began a transition towards democracy and a market economy.
Romania ranks 52nd in the Human Development Index, and is a developing country with a high-income economy. It has the world's 62nd largest economy by nominal GDP, with an annual economic growth rate of 3.5% as of 2020. Following rapid economic growth in the early 2000s, Romania has an economy based predominantly on services and is a producer and net exporter of machines and electric energy, featuring companies like Automobile Dacia and OMV Petrom. It has been a member of the United Nations since 1955, part of NATO since 2004, and part of the European Union since 2007. An overwhelming majority of the population identifies as ethnic Romanian and Eastern Orthodox Christian and are native speakers of Romanian, a Romance language.",00132.svg,00133.png,00130.svg,00132.png,Romania,Europe
<Russia>,Moscow,60.0,90.0,Russian ruble,Russian_Federation (orthographic_projection) - Crimea disputed.svg,146839000,Flag of Russia (Kremlin.ru).svg,17075200.0,https://upload.wikimedia.org/wikipedia/commons/a/a2/Flag_of_Russia_%28Kremlin.ru%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Flag_of_Russia_%28Kremlin.ru%29.svg/250px-Flag_of_Russia_%28Kremlin.ru%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/e/ec/Russian_Federation_%28orthographic_projection%29_-_Crimea_disputed.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Russian_Federation_%28orthographic_projection%29_-_Crimea_disputed.svg/250px-Russian_Federation_%28orthographic_projection%29_-_Crimea_disputed.svg.png,"Russia (Russian: Росси́я, tr. Rossiya, IPA: [rɐˈsʲijə]), or the Russian Federation, is a transcontinental country located in Eastern Europe and Northern Asia. Covering an area of 17,125,200 square kilometres (6,612,100 sq mi), it is the largest country in the world by area, spanning more than one-eighth of the Earth's inhabited land area, stretching eleven time zones, and bordering 16 sovereign nations. The territory of Russia extends from the Baltic Sea in the west to the Pacific Ocean in the east, and from the Arctic Ocean in the north to the Black Sea and the Caucasus in the south. With 146.7 million inhabitants living in the country's 85 federal subjects, Russia is the most populous nation in Europe and the ninth-most populous nation in the world. Russia's capital and largest city is Moscow; other major urban areas include Saint Petersburg, Novosibirsk, Yekaterinburg, Nizhny Novgorod, Kazan, Chelyabinsk and Samara.
The East Slavs emerged as a recognisable group in Europe between the 3rd and 8th centuries AD. The medieval state of Rus' arose in the 9th century. In 988 it adopted Orthodox Christianity from the Byzantine Empire, beginning the synthesis of Byzantine and Slavic cultures that defined Russian culture for the next millennium. Rus' ultimately disintegrated into a number of smaller states, until it was finally reunified by the Grand Duchy of Moscow in the 15th century. By the 18th century, the nation had greatly expanded through conquest, annexation, and exploration to become the Russian Empire, which became a major European power, and the third-largest empire in history, stretching from Norway on the west to Canada on the east. Following the Russian Revolution, the Russian SFSR became the largest and leading constituent of the Soviet Union, the world's first constitutionally socialist state. The Soviet Union played a decisive role in the Allied victory in World War II, and emerged as a recognised superpower and rival to the United States during the Cold War. The Soviet era saw some of the most significant technological achievements of the 20th century, including the world's first human-made satellite and the launching of the first humans in space. Following the dissolution of the Soviet Union in 1991, the Russian SFSR reconstituted itself as the Russian Federation and is recognised as the continuing legal personality and a successor of the USSR.Following the constitutional crisis of 1993, a new constitution was adopted and Russia has been governed as a federal semi-presidential republic. Vladimir Putin became acting president on 31 December 1999 after Boris Yeltsin resigned and was elected president in March 2000. Since then, he has dominated Russia's political system as either president or prime minister. His government has been accused by non-governmental organisations of numerous human rights abuses, authoritarianism and corruption. In response, Putin has argued that Western-style liberalism is obsolete in Russia, while maintaining that the country is still a democratic nation.The Russian economy ranks as the fifth-largest in Europe, the eleventh-largest in the world by nominal GDP and the fifth-largest by PPP. Russia's extensive mineral and energy resources are the largest such reserves in the world, making it one of the leading producers of oil and natural gas globally. The country is one of the five recognised nuclear weapons states and possesses the largest stockpile of nuclear warheads. Russia is a major great power, as well as a regional power, and has been characterised as a potential superpower. The Russian Armed Forces have been ranked as the world's second most powerful, and the most powerful in Europe. Russia hosts the world's ninth-greatest number of UNESCO World Heritage Sites, at 29, and is among the world's most popular tourist destinations. It is a permanent member of the United Nations Security Council and an active global partner of ASEAN, as well as a member of the Shanghai Cooperation Organisation (SCO), the G20, the Council of Europe, the Asia-Pacific Economic Cooperation (APEC), the Organization for Security and Co-operation in Europe (OSCE), the International Investment Bank (IIB) and the World Trade Organization (WTO), as well as being the leading member of the Commonwealth of Independent States (CIS), the Collective Security Treaty Organization (CSTO) and a member of the Eurasian Economic Union (EAEU).",00133.svg,00134.png,00131.svg,00133.png,Russia,Asia
<Rwanda>,Kigali,-1.9402777777777769,29.87388888888889,Rwandan franc,Location Rwanda AU Africa.svg,12337138,Flag of Rwanda.svg,26338.0,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/250px-Flag_of_Rwanda.svg.png,https://upload.wikimedia.org/wikipedia/commons/6/60/Location_Rwanda_AU_Africa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Location_Rwanda_AU_Africa.svg/250px-Location_Rwanda_AU_Africa.svg.png,"Rwanda ( (listen); Kinyarwanda: u Rwanda [u.ɾɡwaː.nda] (listen)), formerly Ruanda, officially the Republic of Rwanda (Kinyarwanda: Repubulika y'u Rwanda; Swahili: Jamhuri ya Rwanda; French: République du Rwanda), is a landlocked country in the Great Rift Valley where the African Great Lakes region and East Africa converge.  One of the smallest countries on the African mainland, its capital city is Kigali. Located a few degrees south of the Equator, Rwanda is bordered by Uganda, Tanzania, Burundi, and the Democratic Republic of the Congo. It is highly elevated with its geography dominated by mountains in the west and savanna to the east, with numerous lakes throughout the country. The climate is temperate to subtropical, with two rainy seasons and two dry seasons each year. Rwanda has a population of over 12.6 million living on 26,338 km2 (10,169 mi2) of land, and  is the most densely populated mainland African country.
The population is young and predominantly rural, with a density among the highest in Africa. Rwandans are drawn from just one cultural and linguistic group, the Banyarwanda, although within this group there are three subgroups: the Hutu, Tutsi and Twa. The Twa are a forest-dwelling pygmy people and are often considered descendants of Rwanda's earliest inhabitants. Scholars disagree on the origins of and differences between the Hutu and Tutsi; some believe differences are derived from former social castes within a single people, while others believe the Hutu and Tutsi arrived in the country separately, and from different locations. Christianity is the largest religion in the country; the principal language is Kinyarwanda, spoken by most Rwandans, with English and French serving as additional official languages. The sovereign state of Rwanda has a presidential system of government. The president is Paul Kagame of the Rwandan Patriotic Front (RPF), who has served continuously since 2000. Today, Rwanda has low levels of corruption compared with neighbouring countries, although human rights organisations report suppression of opposition groups, intimidation and restrictions on freedom of speech. The country has been governed by a strict administrative hierarchy since precolonial times; there are five provinces delineated by borders drawn in 2006. Rwanda is one of only three countries in the world with a female majority in the national parliament, the two other countries being Bolivia and Cuba.
Hunter-gatherers settled the territory in the Stone and Iron Ages, followed later by Bantu peoples. The population coalesced first into clans and then into kingdoms. The Kingdom of Rwanda dominated from the mid-eighteenth century, with the Tutsi kings conquering others militarily, centralising power and later enacting anti-Hutu policies. Germany colonised Rwanda in 1884 as part of German East Africa, followed by Belgium, which invaded in 1916 during World War I. Both European nations ruled through the kings and perpetuated a pro-Tutsi policy. The Hutu population revolted in 1959. They massacred numerous Tutsi and ultimately established an independent, Hutu-dominated republic in 1962. A 1973 military coup saw a change of leadership, but the pro-Hutu policy remained. The Tutsi-led Rwandan Patriotic Front launched a civil war in 1990. The presidents of Rwanda and Burundi, both Hutus, were killed when their aircraft was shot down on 6 April 1994. Social tensions erupted in the 1994 genocide that followed, in which Hutu extremists killed an estimated 500,000–1,000,000 Tutsi and moderate Hutu. The RPF ended the genocide with a military victory.
Rwanda's developing economy suffered heavily in the wake of the 1994 genocide, but has since strengthened. The economy is based mostly on subsistence agriculture. Coffee and tea are the major cash crops for export. Tourism is a fast-growing sector and is now the country's leading foreign exchange earner. Rwanda is one of only two countries in which mountain gorillas can be visited safely, and visitors pay high prices for gorilla tracking permits. Music and dance are an integral part of Rwandan culture, particularly drums and the highly choreographed intore dance. Traditional arts and crafts are produced throughout the country, including imigongo, a unique cow dung art.
Rwanda has been governed as a unitary presidential system with a bicameral parliament ruled by the Rwandan Patriotic Front since 1994. The country is member of the African Union, the United Nations, the Commonwealth of Nations, COMESA, OIF and the East African Community.",00134.svg,00135.png,00132.svg,00134.png,Rwanda,Africa
<Saint_Barthélemy>,Gustavia,17.9,-62.83333333333334,Euro sign,Saint Barthelemy on the globe (Americas centered).svg,9279,Flag of Saint Barthelemy (local).svg,25.0,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Saint_Barth%C3%A9lemy_%28local%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Saint_Barth%C3%A9lemy_%28local%29.svg/250px-Flag_of_Saint_Barth%C3%A9lemy_%28local%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/3/3e/Saint_Barthelemy_on_the_globe_%28Americas_centered%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Saint_Barthelemy_on_the_globe_%28Americas_centered%29.svg/250px-Saint_Barthelemy_on_the_globe_%28Americas_centered%29.svg.png,"Saint Barthélemy (French pronunciation: ​[sɛ̃ baʁtelemi]), officially the French: Collectivité territoriale de Saint-Barthélemy, is an overseas collectivity of France in the Caribbean. Often abbreviated to St-Barth in French, and St. Barths or St. Barts in English, the island lies about 35 kilometres (22 mi) south-east of Sint Maarten and north-east of the Dutch islands of Saba, Sint Eustatius, and the independent country of Saint Kitts and Nevis.
Saint Barthélemy was for many years a French commune forming part of Guadeloupe, which is an overseas region and department of France. In 2003 the island voted in favour of secession from Guadeloupe in order to form a separate overseas collectivity (collectivité d'outre-mer, abbreviated to COM) of France. The collectivity is one of four territories among the Leeward Islands in the northeastern Caribbean that comprise the French West Indies, along with Saint Martin, Guadeloupe (200 kilometres (120 mi) southeast), and Martinique.
Saint Barthélemy, a volcanic island fully encircled by shallow reefs, has an area of 25 square kilometres (9.7 sq mi) and a population of about 10,000. Its capital is Gustavia, which also contains the main harbour. It is the only Caribbean island that was a Swedish colony for any significant length of time (before the end of the Napoleonic Wars, Guadeloupe came under Swedish rule for a year before the Treaty of Paris). It remained so for nearly a century before it returned to French rule after a referendum. Symbolism from the Swedish national arms, the Three Crowns, still appears in the island's coat of arms. The language, cuisine, and culture, however, are distinctly French. The island is a popular tourist destination during the winter holiday season, geared towards the high-end, luxury tourist market.",00135.svg,00136.png,00133.svg,00135.png,Saint Barthélemy,North America
<Saint_Lucia>,Castries,13.883333333333333,-60.96666666666667,Eastern Caribbean dollar,Saint Lucia - Location Map (2013) - LCA - UNOCHA.svg,184999,Flag of Saint Lucia.svg,617.0,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Saint_Lucia.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/250px-Flag_of_Saint_Lucia.svg.png,https://upload.wikimedia.org/wikipedia/commons/a/a3/Saint_Lucia_-_Location_Map_%282013%29_-_LCA_-_UNOCHA.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Saint_Lucia_-_Location_Map_%282013%29_-_LCA_-_UNOCHA.svg/250px-Saint_Lucia_-_Location_Map_%282013%29_-_LCA_-_UNOCHA.svg.png,"Saint Lucia (UK:  (listen), US:  (listen); French: Sainte-Lucie) is a sovereign island country in the West Indies in the eastern Caribbean Sea on the boundary with the Atlantic Ocean. The island was previously called Iyonola, the name given to the island by the native Arawaks and later, Hewanorra, the name given by the native Caribs, two separate Amerindian peoples. Part of the Lesser Antilles, it is located north/northeast of the island of Saint Vincent, northwest of Barbados and south of Martinique. It covers a land area of 617 km2 (238 square miles) and reported a population of 165,595 in the 2010 census. Its capital is Castries. 
The French were the first Europeans to settle on the island. They signed a treaty with the native Island Caribs in 1660. England took control of the island from 1663 to 1667. In ensuing years, it was at war with France fourteen times, and the rule of the island changed frequently (it was ruled seven times each by the French and British). In 1814, the British took definitive control of the island. Because it switched so often between British and French control, Saint Lucia was also known as the ""Helen of the West Indies"" after the Greek mythological character, Helen of Troy.
Representative government came about in 1840 (universal suffrage was established in 1953). From 1958 to 1962, the island was a member of the West Indies Federation. On 22 February 1979, Saint Lucia became an independent state and a member of the Commonwealth of Nations. Saint Lucia is a mixed jurisdiction, meaning that it has a legal system based in part on both the civil law and English common law. The Civil Code of St. Lucia of 1867 was based on the Quebec Civil Code of 1866, as supplemented by English common law-style legislation. It is also a member of Organisation internationale de la Francophonie.",00136.svg,00137.png,00134.svg,00136.png,Saint Lucia,Central America
<Samoa>,Apia,-13.583333333333336,-172.33333333333337,Samoan tālā,Samoa on the globe (Polynesia centered).svg,193483,Flag of Samoa.svg,2842.0,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Samoa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Samoa.svg/250px-Flag_of_Samoa.svg.png,https://upload.wikimedia.org/wikipedia/commons/7/74/Samoa_on_the_globe_%28Polynesia_centered%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Samoa_on_the_globe_%28Polynesia_centered%29.svg/250px-Samoa_on_the_globe_%28Polynesia_centered%29.svg.png,"Samoa (), officially the Independent State of Samoa (Samoan: Malo Saʻoloto Tutoʻatasi o Sāmoa; Samoan: Sāmoa, IPA: [ˈsaːmoa]) and until 1997 known as Western Samoa, is a Polynesian island country consisting of two main islands, Savai'i and Upolu, two smaller inhabited islands, Manono and Apolima, as well as several small uninhabited islands including the Aleipata Islands (Nu'utele, Nu'ulua, Fanuatapu and Namua). The capital city is Apia. The Lapita people discovered and settled the Samoan Islands around 3,500 years ago. They developed a Samoan language and Samoan cultural identity.
Samoa is a unitary parliamentary democracy with eleven administrative divisions. The sovereign state is a member of the Commonwealth of Nations. Western Samoa was admitted to the United Nations on 15 December 1976. The entire island group, which includes American Samoa, was called ""Navigator Islands"" by European explorers before the 20th century because of the Samoans' seafaring skills. The country was governed by New Zealand until its independence in 1962.
In July 2017, Tuimalealiifano Va'aletoa Sualauvi II became the head of state, succeeding Tui Ātua Tupua Tamasese Efi. The Prime Minister Tuila'epa came back to power after a landslide victory in March 2016, beginning a fifth term for the premier.",00137.svg,00138.png,00135.svg,00137.png,Samoa,Oceania
<San_Marino>,City of San Marino,43.94166666666666,12.458333333333332,Cent (currency),Location San Marino Europe.png,32793,Flag of San Marino.svg,61.2,https://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_San_Marino.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/250px-Flag_of_San_Marino.svg.png,https://upload.wikimedia.org/wikipedia/commons/7/79/Location_San_Marino_Europe.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Location_San_Marino_Europe.png/250px-Location_San_Marino_Europe.png,"San Marino ( (listen), Italian: [sam maˈriːno]), officially the Republic of San Marino (Italian: Repubblica di San Marino; Romagnol: Ripóbblica d' San Marein), also known as the Most Serene Republic of San Marino (Italian: Serenissima Repubblica di San Marino), is a microstate in Southern Europe completely enclosed by Italy.Located on the northeastern side of the Apennine Mountains, San Marino covers a land area of just over 61 km2 (24 sq mi), and has a population of 33,562. Its capital is the City of San Marino and its largest settlement is Dogana. The capital is set at the highest point of the country on a steep mountain. San Marino's official language is Italian, although Romagnol is the historical language and still in existence in a non-official capacity.
The country derives its name from Saint Marinus, a stonemason from the then Roman island of Rab, in modern-day Croatia. Born in AD 275, Marinus participated in the reconstruction of Rimini's city walls after their destruction by Liburnian pirates. Marinus then went on to found an independent monastic community on Monte Titano in AD 301; thus, San Marino lays claim to being the oldest extant sovereign state, as well as the oldest constitutional republic.San Marino's politics are ruled by its constitution, which dictates that every six months San Marino's parliament must elect two Captains Regent. The Captains Regent have equal powers, and are free to exercise them within the limits of the constitution and parliamentary legislation until their term expires.
The country's economy is mainly based on finance, industry, services and tourism. It is one of the wealthiest countries in the world in terms of GDP per capita, with a figure comparable to the most developed European regions. San Marino is considered to have a highly stable economy, with one of the lowest unemployment rates in Europe, no national debt and a budget surplus.",00138.svg,00139.png,00003.png,00138.png,San Marino,Europe
<Saudi_Arabia>,Riyadh,24.0,45.0,Saudi riyal,Saudi Arabia (orthographic projection).svg,33000000,Flag of Saudi Arabia.svg,2149690.0,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/250px-Flag_of_Saudi_Arabia.svg.png,https://upload.wikimedia.org/wikipedia/commons/4/47/Saudi_Arabia_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Saudi_Arabia_%28orthographic_projection%29.svg/250px-Saudi_Arabia_%28orthographic_projection%29.svg.png,"Saudi Arabia, officially the Kingdom of Saudi Arabia, is a country in Western Asia constituting the bulk of the Arabian Peninsula. With a land area of approximately 2,150,000 km2 (830,000 sq mi), Saudi Arabia is geographically the largest sovereign state in Western Asia, the second-largest in the Arab world (after Algeria), the fifth-largest in Asia, and the 12th-largest in the world. Saudi Arabia is bordered by Jordan and Iraq to the north, Kuwait to the northeast, Qatar, Bahrain, and the United Arab Emirates to the east, Oman to the southeast and Yemen to the south; it is separated from Egypt and Israel by the Gulf of Aqaba. It is the only country with both a Red Sea coast and a Persian Gulf coast, and most of its terrain consists of arid desert, lowland and mountains. As of October 2018, the Saudi economy was the largest in the Middle East and the 18th largest in the world.  Saudi Arabia also has one of the world's youngest populations: 50 percent of its 33.4 million people are under 25 years old.The territory that now constitutes Saudi Arabia was the site of several ancient cultures and civilizations. The prehistory of Saudi Arabia shows some of the earliest traces of human activity in the world. The world's second-largest religion, Islam, emerged in modern-day Saudi Arabia. In the early 7th century, the Islamic prophet Muhammad united the population of Arabia and created a single Islamic religious polity. Following his death in 632, his followers rapidly expanded the territory under Muslim rule beyond Arabia, conquering huge and unprecedented swathes of territory (from the Iberian Peninsula in the West to modern-day Pakistan in the East) in a matter of decades.
Arab dynasties originating from modern-day Saudi Arabia founded the Rashidun (632–661), Umayyad (661–750), Abbasid (750–1517) and Fatimid (909–1171) caliphates as well as numerous other dynasties in Asia, Africa and Europe.The area of modern-day Saudi Arabia formerly consisted of mainly four distinct regions: Hejaz, Najd and parts of Eastern Arabia (Al-Ahsa) and Southern Arabia ('Asir). The Kingdom of Saudi Arabia was founded in 1932 by Ibn Saud. He united the four regions into a single state through a series of conquests beginning in 1902 with the capture of Riyadh, the ancestral home of his family, the House of Saud. Saudi Arabia has since been a totalitarian absolute monarchy, effectively a hereditary dictatorship governed along Islamist lines. The ultraconservative Wahhabi religious movement within Sunni Islam has been called ""the predominant feature of Saudi culture"", with its global spread largely financed by the oil and gas trade. Saudi Arabia is sometimes called ""the Land of the Two Holy Mosques"" in reference to Al-Masjid al-Haram (in Mecca) and Al-Masjid an-Nabawi (in Medina), the two holiest places in Islam. The state's official language is Arabic.
Petroleum was discovered on 3 March 1938 and followed up by several other finds in the Eastern Province. Saudi Arabia has since become the world's second largest oil producer (behind the US) and the world's largest oil exporter, controlling the world's second largest oil reserves and the sixth largest gas reserves. The kingdom is categorized as a World Bank high-income economy with a high Human Development Index and is the only Arab country to be part of the G-20 major economies.The state has attracted criticism for a variety of reasons including: its role in the Yemeni Civil War, sponsorship of Islamic terrorism, its failure to adopt adequate measures against human trafficking, and its poor human rights record, which has been characterized by the problematic treatment of women, excessive and often extrajudicial use of capital punishment, state-sponsored discrimination against religious minorities and atheists, state-sanctioned racism and antisemitism,  and its strict interpretation of Shari'a law.The kingdom spends 8% of its GDP on the military (highest in the world after Oman), which places it as the world's third biggest military spender, and the world's largest arms importer from 2015 to 2019, receiving half of all the US arms exports to the Middle East. According to BICC, Saudi Arabia is the 28th most militarised country in the world and enjoys the region's best military equipment qualititively, after Israel. However, in recent years, there have been continuous calls for halting of arms sales to Saudi Arabia, mainly due to alleged war crimes in Yemen and especially following the death of Jamal Khashoggi.Saudi Arabia is considered a regional and middle power. In addition to the GCC, it is an active and founding member of the UN, Organisation of Islamic Cooperation, Arab League, OPEC and is also a major non-NATO ally.",00139.svg,00140.png,00136.svg,00139.png,Saudi Arabia,Asia
<Senegal>,Dakar,14.0,-14.0,West African CFA franc,Senegal - Location Map (2011) - SEN - UNOCHA.svg,15589485,Flag of Senegal.svg,196712.0,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Senegal.svg/250px-Flag_of_Senegal.svg.png,https://upload.wikimedia.org/wikipedia/commons/2/27/Senegal_-_Location_Map_%282011%29_-_SEN_-_UNOCHA.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Senegal_-_Location_Map_%282011%29_-_SEN_-_UNOCHA.svg/250px-Senegal_-_Location_Map_%282011%29_-_SEN_-_UNOCHA.svg.png,"Senegal ( (listen); French: Sénégal; Wolof: Senegaal; Arabic: السنغال Alsinighal), officially the Republic of Senegal (French: République du Sénégal; Wolof: Réewum Senegaal; Arabic: جمهورية السنغال Jumhuriat Alsinighal), is a country in West Africa. Senegal is bordered by Mauritania in the north, Mali to the east, Guinea to the southeast, and Guinea-Bissau to the southwest. Senegal nearly surrounds The Gambia, a country occupying a narrow sliver of land along the banks of the Gambia River, which separates Senegal's southern region of Casamance from the rest of the country. Senegal also shares a maritime border with Cape Verde. Senegal's economic and political capital is Dakar. 
It is a unitary presidential republic and is the westernmost country in the mainland of the Old World, or Afro-Eurasia. It owes its name to the Senegal River, which borders it to the east and north. Senegal covers a land area of almost 197,000 square kilometres (76,000 sq mi) and has a population of around 16 million. The state was formed as part of the independence of French West Africa from French colonial rule. Because of this history, the official language is French. Like other post-colonial African states, the country includes a wide mix of ethnic and linguistic communities, with the largest being the Wolof, Fula and Serer people, and the Wolof and French language acting as a lingua franca.
Senegal is classified as a heavily indebted poor country, with a relatively low Human Development Index. Most of the population is on the coast and works in agriculture or other food industries. Other major industries include mining, tourism and services. 
The climate is typically Sahelian, though there is a rainy season. However, climate change has led to a consistent decline in rainfall and projected increase in temperatures. Impacts of climate change and other environmental concerns are expected to greatly impact the economy and population.",00140.svg,00141.png,00137.svg,00140.png,Senegal,Africa
