,name,country,latitude,longitude,picture,caption,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,continent
<Lake_Colac>,Lake Colac,Australia,-38.30472222222222,143.59722222222226,LakeColac2010.JPG,"Lake Colac, in January 2010, with historically low water levels",https://upload.wikimedia.org/wikipedia/commons/3/38/LakeColac2010.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/LakeColac2010.JPG/250px-LakeColac2010.JPG,"Lake Colac, a freshwater lake of the Western District Lakes, is located north of the Colac town centre in Victoria, Australia.
A yacht club and rowing club are located adjacent to the lake's shore. During the summer months, water skiers have access to the lake's facilities, and many birds may be found on the lake's surface and in the area. The foreshore has a playground, boat ramp and the Colac Botanical Gardens. In January 2009, the lake dried up after years of drought, and the first time in 173 years.In April 2016 the lake dried up after several years of drought.The Lake Colac bird sanctuary is nearby.",00242.jpg,00243.jpg,Oceania
<Nøklevann>,Nøklevann,Norway,59.875277777777775,10.876944444444444,Nøklevann - 2012-08-12 at 13-28-36.jpg,"Nøklevann, seen from north",https://upload.wikimedia.org/wikipedia/commons/1/17/N%C3%B8klevann_-_2012-08-12_at_13-28-36.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/N%C3%B8klevann_-_2012-08-12_at_13-28-36.jpg/250px-N%C3%B8klevann_-_2012-08-12_at_13-28-36.jpg,"Nøklevann is a lake in Østmarka in Oslo, Norway. It has a surface area of 0.8 km², and is 163 meters above sea level. The lake drains through Ljanselva to Bunnefjorden. It is a former drinking water supply for Oslo.",00243.jpg,00244.jpg,Europe
<Schwarzsee_(Zermatt)>,Schwarzsee,Switzerland,45.99111111111111,7.7069444444444475,Picswiss VS-01-22.jpg,"Schwarzsee with chapel ""Maria zum Schnee"", in the background from left Dent Blanche, Äbihorn and Arbenhorn",https://upload.wikimedia.org/wikipedia/commons/8/8a/Picswiss_VS-01-22.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Picswiss_VS-01-22.jpg/250px-Picswiss_VS-01-22.jpg,"The Schwarzsee (German for ""Black Lake"") is a small lake near Zermatt in the canton of Valais, Switzerland. It is located below the Matterhorn next to the mountain ridge (2,583 m (8,474 ft)) and to the cable car station of the same name at an elevation of 2,552 m (8,373 ft).

Its surface area is 0.5 ha. A chapel dedicated to Mary of the Snows – the chapel Maria zum Schnee – lies on the edge of the lake.

It can be reached by cable car from Zermatt.",00244.jpg,00245.jpg,Europe
<Sperillen>,Sperillen,Norway,60.46666666666667,10.05,"Sperillen, Ringerike 2.jpg",Viewing the lake in a northwesterly direction.,https://upload.wikimedia.org/wikipedia/commons/8/8b/Sperillen%2C_Ringerike_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Sperillen%2C_Ringerike_2.jpg/250px-Sperillen%2C_Ringerike_2.jpg,"Sperillen is a lake in the valley of Ådal in Ringerike municipality, Viken county, Norway.The lake has an area of 37 km² and extending about 26 km in length. It is 108 meters deep at its deepest and lies at 150 meters above sea level. Two rivers from Oppland, Begna from the valley of Begnadalen and Urula from the valley of Hedalen, flow into the lake at the northern end on either side of the town of Nes in Ådal. At the southern end, Ådal river flows downstream from Sperillen. The outflow powers a hydro-electric power station at Ringmoen. European route E16 follows the east side of the lake.
The name Sperillen is derived from the Old Norse Sperðill which means ""tail"" and may refer to the elongated form of the lake. The lake is well known for its fisheries and is one of only a few in Norway with a commercial fishery. Common species are whitefish, char, European perch and trout, as well as crayfish.
From 1868 to 1929, transport along the lake was principally supplied by a small steamship, DS Bægna, which ran from the terminus of the Sperillen Line at Finsand on the southern end of the lake to Nes at the northern end. DS Bægna went in service in 1868 and continued in traffic until 1929, when it was replaced with a motor ship, DS Spirillen.",00245.jpg,00246.jpg,Europe
<Alplersee>,Alplersee,Switzerland,46.93555555555553,8.65388888888889,"Alplersee mit Holzerstock im Hintergrund, 2011-10-28.jpg",Alplersee with the Holzerstock in background,https://upload.wikimedia.org/wikipedia/commons/a/a1/Alplersee_mit_Holzerstock_im_Hintergrund%2C_2011-10-28.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Alplersee_mit_Holzerstock_im_Hintergrund%2C_2011-10-28.jpg/250px-Alplersee_mit_Holzerstock_im_Hintergrund%2C_2011-10-28.jpg,"Alplersee is a lake on the slopes of the Rophaien mountain near Riemenstalden and Sisikon in the Canton of Uri, Switzerland.
There is another lake in the canton of Uri with the same name near Unterschächen.",00246.jpg,00247.jpg,Europe
<Lake_Winfield_Scott>,Lake Winfield Scott,United States,34.7406,-83.9757,"Lake Winfield Scott, September 2015.JPG",A view of Lake Winfield Scott's shoreline,https://upload.wikimedia.org/wikipedia/commons/7/74/Lake_Winfield_Scott%2C_September_2015.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Lake_Winfield_Scott%2C_September_2015.JPG/250px-Lake_Winfield_Scott%2C_September_2015.JPG,"Lake Winfield Scott is an 18-acre (7.3 ha) mountain lake located 10 miles (16 km) south of Blairsville, Georgia in Union County. The lake, which is owned and managed by the U.S. Forest Service, is the source of Cooper Creek. It is the centerpiece of the Forest Service's Lake Winfield Scott Recreation Area, a park which features hiking, fishing, boating and other outdoor activities. At 2,854 feet (870 m) elevation it is one of Georgia's highest altitude lakes. The various habitats surrounding the lake support a wide assortment of plants and animals.",00247.jpg,00248.jpg,North America
<Lake_Hamana>,Lake Hamana,Japan,34.74111111111111,137.56972222222223,Hamanako SA.jpg,A view from Hamanako Service Area,https://upload.wikimedia.org/wikipedia/commons/5/55/Hamanako_SA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Hamanako_SA.jpg/250px-Hamanako_SA.jpg,"Lake Hamana (浜名湖, Hamana-ko) is a brackish lagoon in Shizuoka Prefecture, Japan.  Formerly a true lake, it is now connected to the Pacific Ocean by a channel.  As an internal body of water, it is considered Japan's tenth-largest lake (by area). It spans the boundaries of the cities of Hamamatsu and Kosai.",00248.jpg,00249.jpg,Asia
<Glennies_Creek_Dam>,Glennies Creek Dam,Australia,-32.348333333333336,151.2511111111111,Lac Sainte Claire.jpg,"Glennies Creek Dam and Lake St Clair, 2006.",https://upload.wikimedia.org/wikipedia/commons/0/04/Lac_Sainte_Claire.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Lac_Sainte_Claire.jpg/250px-Lac_Sainte_Claire.jpg,"Glennies Creek Dam is a minor ungated concrete faced curved earth and rockfill embankment dam with an uncontrolled rock cut spillway across the Glennies Creek, upstream of Singleton, in the Hunter region of New South Wales, Australia. The dam's purpose includes flood mitigation, irrigation, water supply and conservation. The impounded reservoir is called Lake Saint Clair.
Glennies Creek Dam was created through enabling legislation enacted through the passage of the Glennies Creek Dam, 1979 (NSW). The Act appropriated AU$30 million as the estimated cost of construction of the dam.",00249.jpg,00250.jpg,Oceania
<Lake_Milh>,Lake Milh,Iraq,32.75,43.63333333333333,lake milh.jpg,"From space, June 1996",https://upload.wikimedia.org/wikipedia/commons/e/e1/Lake_milh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Lake_milh.jpg/250px-Lake_milh.jpg,"Lake Milh (Arabic: بحيرة ملح‎, literally Sea of Salt, pronounced Bahr al-Milh), also known as Razzaza Lake, is located a few miles west of Karbala, Iraq (32°41′N 43°40′E). It is alternately called Lake Razazah (Arabic: بحيرة الرزازة‎). Lake Milh is a depression into which excess water from Lake Habbaniyah, which comes from the Euphrates River, is diverted through a controlled escape channel or canal. The lake is listed as a wetland of international importance. The lake is rather shallow and water levels change with the seasons. Due to the salts and the changing water levels, this largest freshwater lake in Iraq has lost its important stock of fish species and only a few recreational areas exist around the lake.",00250.jpg,00251.jpg,Asia
<Alajuela_Lake>,Alajuela Lake,Panama,9.234444444444444,-79.57555555555554,"Lago Alajuela, Panama.jpg",Natural-colour satellite image of Lake Alajuela,https://upload.wikimedia.org/wikipedia/commons/a/a8/Lago_Alajuela%2C_Panama.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Lago_Alajuela%2C_Panama.jpg/250px-Lago_Alajuela%2C_Panama.jpg,,00251.jpg,00252.jpg,Central America
<Salt_Springs_Reservoir>,Salt Springs Reservoir,United States,38.49861111111111,-120.215,"Salt_Springs_Reservoir,_California_(21384748818).jpg",Aerial view,https://upload.wikimedia.org/wikipedia/commons/8/83/Salt_Springs_Reservoir%2C_California_%2821384748818%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Salt_Springs_Reservoir%2C_California_%2821384748818%29.jpg/250px-Salt_Springs_Reservoir%2C_California_%2821384748818%29.jpg,"Salt Springs Reservoir is a reservoir in the eastern portions of Amador County and Calaveras County of California in the Sierra Nevada about 30 miles (48 km) east-northeast of Jackson. The reservoir is in the Eldorado National Forest at an elevation of 3,900 feet (1,200 m).
The 141,900 acre foot (175,000,000 m3) reservoir is formed by Salt Springs Dam on the North Fork of the Mokelumne River. The concrete-faced rock-fill dam is 332 feet (101 m) tall and was completed in 1931. It is owned by Pacific Gas and Electric and its sole purpose is hydroelectricity production, though limited recreation is available. A short pipeline from the reservoir conveys water to the 44 MW Salt Springs Powerhouse. Some of the water is returned to the river downstream, but much of it flows into the Tiger Creek Conduit, a concrete flume that moves water downstream for use in other powerhouses in PG&E's Mokelumne River Project (FERC Project 137).
The dam has a history of settlement problems caused by poor consolidation of the rocks during construction. The concrete face has been cracked many times by the movement, causing leaks. The surface of the dam consists of cracks, craters and shotcrete overlays. It was decided to use a flexible geomembrane to cover the portions of the dam with the greatest leakage. The installation of the membrane was completed in 2005.
The dam is being examined as the lower pool in a 380-1,140 MW pumped-storage project with the Bear River Dam as the upper pool.",00252.jpg,00253.jpg,North America
<Lake_Rotopounamu>,Lake Rotopounamu,New Zealand,-39.0267,175.7382,Panorama Lake.jpg,Lake Rotopounamu early on a spring morning,https://upload.wikimedia.org/wikipedia/en/b/b0/Panorama_Lake.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Panorama_Lake.jpg/250px-Panorama_Lake.jpg,"Lake Rotopounamu (also known as Greenstone Lake, from the Maori roto (lake) and pounamu (greenstone)) is a secluded lake in the Pihanga Scenic Reserve, in the Tongariro National Park in New Zealand's Central North Island. It lies at the northwest foot of Mt Pihanga, and was formed by a landslide around 10,000 years ago. The lake is fed by seven streams, but has no visible surface outflow. It is believed to drain underground.",00253.jpg,00254.jpg,Oceania
<Hintersteiner_See>,Hintersteiner See,Austria,47.5333,12.2166,HintersteinerSee.jpg,Hintersteiner See with the Kaiser Mountains,https://upload.wikimedia.org/wikipedia/commons/c/c3/HintersteinerSee.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/HintersteinerSee.jpg/250px-HintersteinerSee.jpg,"Hintersteiner See is a mountain lake in the Wilder Kaiser Austrian national park and belongs to the administrative region of Scheffau in the Austrian federal state of Tirol.

The 56 hectares (140 acres), 36-metre-deep (118 ft) lake was created during the last ice age and is at a height of 883 m AA. Underground springs fill the lake with crystal-clear water. Hintersteiner See is privately owned by the Tiroler Wasserkraft AG and is cautiously used to generate electricity. It drains into the Weißache river.
There is a public bathing beach on the lake.",00254.jpg,00255.jpg,Europe
<May_Lake_(California)>,May Lake,United States,37.84722222222222,-119.49361111111112,Mount Hoffmann reflection May Lake.jpg,Mount Hoffmann reflected in May Lake,https://upload.wikimedia.org/wikipedia/commons/2/27/Mount_Hoffmann_reflection_May_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Mount_Hoffmann_reflection_May_Lake.jpg/250px-Mount_Hoffmann_reflection_May_Lake.jpg,"May Lake is a lake in Yosemite National Park, as well as a High Sierra Camp where backpackers can stay in tent cabins located near the lake. There are eight cabins that accommodate a total of thirty six guests. The hike to May Lake is from a parking area off Tioga Pass Road and is 1.2 miles (1.9 km). The lake is overlooked by Mount Hoffmann.
May Lake was named by Charles F. Hoffmann, for Lucy Mayotta (""May"") Browne, who became his wife in 1870.",00255.jpg,00256.jpg,North America
<Eucumbene_Dam>,Eucumbene Dam,Australia,-36.12843,148.61575,Lake Eucumbene in April 2012.JPG,"Lake Eucumbene looking towards the Snowy Mountains, 2012.",https://upload.wikimedia.org/wikipedia/commons/d/d2/Lake_Eucumbene_in_April_2012.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Lake_Eucumbene_in_April_2012.JPG/250px-Lake_Eucumbene_in_April_2012.JPG,"Eucumbene Dam is a major gated earthfill embankment dam with an overflow ski-jump and bucket spillway with two vertical lift gates across the Eucumbene River in the Snowy Mountains of New South Wales, Australia. The dam's main purpose is for the generation of hydro-power and is one of the sixteen major dams that comprise the Snowy Mountains Scheme, a vast hydroelectricity and irrigation complex constructed in south-east Australia between 1949 and 1974 and now run by Snowy Hydro.
The impounded reservoir is called Lake Eucumbene, the largest storage lake in the Snowy Mountains Scheme.",00256.jpg,00257.jpg,Oceania
<Wivenhoe_Dam>,Wivenhoe Dam,Australia,-27.39388888888889,152.60777777777778,Wivenhoe dam wall.jpg,The Wivenhoe Dam wall and spillway,https://upload.wikimedia.org/wikipedia/commons/e/e2/Wivenhoe_dam_wall.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Wivenhoe_dam_wall.jpg/250px-Wivenhoe_dam_wall.jpg,"The Wivenhoe Dam is a rock and earth-fill embankment dam with a concrete spillway across the Brisbane River in South East Queensland, Australia. The dam wall is located about 80 kilometres (50 mi) by road from the centre of Brisbane. The primary purpose of the dam is the supply of potable water for the Brisbane and Ipswich regions. In addition, the dam also provides for flood mitigation control, hydroelectricity and for recreation. The impounded reservoir is called Lake Wivenhoe and the dam, the lake and a narrow strip of surrounding land forms a locality also called Lake Wivenhoe.
Wivenhoe Dam was planned in the early 1970s. The 1974 Brisbane flood highlighted the need for flood protection for South East Queensland. The lake also forms part of the water storages for the Wivenhoe Power Station.",00257.jpg,00258.jpg,Oceania
<Lake_Tekapo>,Lake Tekapo,New Zealand,-43.88333333333333,170.51666666666668,Lake Tekapo and Mount Cook.jpg,Lake Tekapo,https://upload.wikimedia.org/wikipedia/commons/4/4a/Lake_Tekapo_and_Mount_Cook.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Lake_Tekapo_and_Mount_Cook.jpg/250px-Lake_Tekapo_and_Mount_Cook.jpg,"Lake Tekapo is the second-largest of three roughly parallel lakes running north–south along the northern edge of the Mackenzie Basin in the South Island of New Zealand (the others are Lake Pukaki and Lake Ohau). It covers an area of 83 square kilometres (32 sq mi), and is at an altitude of 710 metres (2,330 ft) above sea level.

The lake is fed at its northern end by the braided Godley River, which has its source in the Southern Alps to the north. The lake is a popular tourist destination, and several resort hotels are located at the township of Lake Tekapo at the lake's southern end. The Lake Tekapo Regional Park, administered by Environment Canterbury, is located on the southern shore of the lake.
An astronomical observatory is located at  Mount John, which is to the north of the town, and south of the small Lake Alexandrina.",00258.jpg,00259.jpg,Oceania
<Lake_Orta>,Lake Orta,Italy,45.81722222222222,8.406666666666666,Orta veduta.jpg,Isola San Giulio,https://upload.wikimedia.org/wikipedia/commons/b/b4/Orta_veduta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Orta_veduta.jpg/250px-Orta_veduta.jpg,"Lake Orta (Italian: Lago d’Orta) is a lake in northern Italy, west of Lake Maggiore.
It has been so named since the 16th century, but was previously called the Lago di San Giulio, after Saint Julius (4th century), the patron saint of the region. Its southern end is about 35 kilometres (22 miles) by rail, to the northwest of Novara on the main Turin-Milan line, while its north end is about 6 kilometres (4 miles) by rail south of the Gravellona-Toce railway station, halfway between Ornavasso and Omegna.
Its scenery is characteristically Italian, while the San Giulio island  has some very picturesque buildings, and takes its name from the local saint,  who lived in the 4th century.

Located around the lake are Orta San Giulio, built on a peninsula projecting from the east shore of the lake, Omegna at its northern extremity,  Pettenasco to the east, and Pella to the west.
It is supposed that the lake is the remnant of a much larger sheet of water by which originally the waters of the Toce flowed south towards Novara. As the glaciers retreated the waters flowing from them reduced, and were gradually diverted into Lake Maggiore.
The inaugural European Rowing Championships were held on Lake Orta in 1893.A frequent ferry service connects towns and villages around the lake.",00259.jpg,00260.jpg,Europe
<Lake_Nojiri>,Lake Nojiri,Japan,36.81666666666667,138.2,Lake Nojiri.JPG,Lake and Mt. Kurohime,https://upload.wikimedia.org/wikipedia/commons/7/75/Lake_Nojiri.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Lake_Nojiri.JPG/250px-Lake_Nojiri.JPG,"Lake Nojiri (野尻湖, Nojiri-ko) is in the town of Shinano, Kamiminochi District, Nagano Prefecture, Japan. Second to Lake Suwa among lakes in Nagano Prefecture, Nojiri is a resort, the location of the first pumped-storage hydroelectricity in Japan, and the site of a Japanese Paleolithic excavation.",00260.jpg,00261.jpg,Asia
<Bueng_Boraphet>,Bueng Boraphet,Thailand,15.683333333333335,100.25,Fishing on Bueng Boraphet.jpg,Fishing on Bueng Boraphet,https://upload.wikimedia.org/wikipedia/commons/4/45/Fishing_on_Bueng_Boraphet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Fishing_on_Bueng_Boraphet.jpg/250px-Fishing_on_Bueng_Boraphet.jpg,"Bueng Boraphet (Thai: บึงบอระเพ็ด, pronounced [bɯ̄ŋ bɔ̄ː.rā.pʰét]) is the largest freshwater swamp and lake in central Thailand. It covers an area of 224 km2 east of Nakhon Sawan, south of the Nan River close to its confluence with the Ping River. This swamp can be seen from the train window between Bueng Boraphet  and Thap Krit stations on the Northern railway line.
Originally the area was covered by a large swamp, which was flooded in 1930 with the building of a dam to improve fishing.
This is the only known site for the white-eyed river martin which used to winter there, but has not been seen since 1980, and may be extinct.Once in the past Siamese tiger perch can be considered the most famous fish species here, until it was said that ""If anyone comes to Bueng Borapet and doesn't eat this species of fish as if that person had not arrived"". But now it has completely extinct here, from being caught too much, both for consumption and for trade in the aquarium fish industry.Near-threatened species of bird marsh grassbird was first discovered in Thailand here in early December 2019.One hundred-six square kilometres of the lake were declared a non-hunting area in 1975. In 2000 it was designated a wetland of international importance by the Thai government.",00261.jpg,00262.jpg,Asia
<Gatun_Lake>,Gatun Lake,Panama,9.183333333333334,-79.88333333333334,Gatun Lake.jpg,Ships follow marked channels among the hilltop islands,https://upload.wikimedia.org/wikipedia/commons/d/d1/Gatun_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Gatun_Lake.jpg/250px-Gatun_Lake.jpg,"Gatun Lake (Spanish: Lago Gatún) is a large freshwater artificial lake to the south of Colón, Panama. It forms a major part of the Panama Canal, carrying ships for 33 km (21 mi) of their transit across the Isthmus of Panama.
The lake was created between 1907 and 1913 by the building of the Gatun Dam across the Chagres River.  At the time it was created, Gatun Lake was the largest human-made lake in the world. Gatun Dam was also the largest of its kind.",00262.jpg,00263.jpg,Central America
<Lac_du_Bourget>,Lac du Bourget,France,45.73333333333333,5.866666666666667,"Belvédère Lac du Bourget, Grande Mollière (été 2016).JPG",View from the heights of Viviers-du-Lac.,https://upload.wikimedia.org/wikipedia/commons/2/2f/Belv%C3%A9d%C3%A8re_Lac_du_Bourget%2C_Grande_Molli%C3%A8re_%28%C3%A9t%C3%A9_2016%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Belv%C3%A9d%C3%A8re_Lac_du_Bourget%2C_Grande_Molli%C3%A8re_%28%C3%A9t%C3%A9_2016%29.JPG/250px-Belv%C3%A9d%C3%A8re_Lac_du_Bourget%2C_Grande_Molli%C3%A8re_%28%C3%A9t%C3%A9_2016%29.JPG,"Lac du Bourget (Lake Bourget), also locally known as Lac Gris (Grey Lake) or Lac d'Aix, is a lake at the southernmost end of the Jura Mountains in the department of Savoie, France.  It is the deepest lake located entirely within France, and either the largest or second largest after Lac de Grand-Lieu depending on season.The largest town on its shore is Aix-les-Bains. Chambéry, the capital of Savoie, lies about 10 km south of the lake. The lake is mainly fed by the river Leysse (and other small rivers), and it drains towards the river Rhône through the Canal de Savières, an artificial channel. It is a Ramsar site. The extinct bezoule was found only in this lake.
The lake was formed during the last period of global glaciation in the Alps (Würm glaciation) during the Pleistocene epoch. It has a surface area of 44.5 square kilometres (4,450 hectares). The long and narrow north-south axis of the lake extends 18 km in length, and ranges between 1.6 km and 3.5 km in width. The lake's average depth is 85 m, and its maximum depth in 145 m.  The lake is meromictic, meaning that it has layers that do not mix.The lake is bordered by the steep summits of the Mont du Chat and the Chaîne de l'Épine on the west, and Bauges Mountains on the east, which form its shores.
Lac du Bourget was made famous by several romantic poems of Alphonse de Lamartine, including Le Lac, as well as by descriptions by Xavier de Maistre, Honoré de Balzac, and Alexandre Dumas.",00263.jpg,00264.jpg,Europe
<Elektrėnai_Reservoir>,Elektrėnai Reservoir,Lithuania,54.75555555555553,24.674722222222233,BurlentesElektrenuose1024.jpg,Elektrėnai Reservoir with Elektrėnai power plant in the distance,https://upload.wikimedia.org/wikipedia/commons/8/8a/BurlentesElektrenuose1024.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/BurlentesElektrenuose1024.jpg/250px-BurlentesElektrenuose1024.jpg,"Elektrėnai Reservoir (Lithuanian: Elektrėnų marios), located south of the city of Elektrėnai, Lithuania, is the third-biggest artificial lake in Lithuania. It was created in 1961 by damming the Strėva River. It supplies cooling water to the 1,800 MW Elektrėnai Power Plant. A number of villages were drowned by the reservoir; over 140 households were relocated. The reservoir also covered eight other lakes.
The reservoir covers about 1,264 hectares, with depths of over 30 meters.",00264.jpg,00265.jpg,Europe
<Mälaren>,Mälaren,Sweden,59.5,17.2,Mälarsee.jpg,Lake Mälaren at dusk.,https://upload.wikimedia.org/wikipedia/commons/3/39/M%C3%A4larsee.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/M%C3%A4larsee.jpg/250px-M%C3%A4larsee.jpg,"Mälaren (UK:  MEL-ər-en, US:  MAY-lar-ən, Swedish: [ˈmɛ̂ːlarɛn] (listen) or [ˈmɛ̂ːlaɳ]), historically referred to as Lake Malar (UK:  MAY-lər, US:  MEL-ar) in English, is the third-largest  freshwater lake in Sweden (after Vänern and Vättern). Its area is 1,140 km2 and its greatest depth is 64 m. Mälaren spans 120 kilometers from east to west. The lake drains, from south-west to north-east, into the Baltic Sea through its natural outlets Norrström and Söderström (as it flows around Stadsholmen island) and through the artificial Södertälje Canal and Hammarbyleden waterway. The easternmost bay of Mälaren, in central Stockholm, is called Riddarfjärden. The lake is located in Svealand and bounded by the provinces of Uppland, Södermanland, Närke, and Västmanland. The two largest islands in Mälaren are Selaön (91 km2) and Svartsjölandet (79 km2).
The Viking Age settlements Birka on the island of Björkö and Hovgården on the neighbouring island Adelsö have been a UNESCO World Heritage Site since 1993, as has Drottningholm Palace on the island of Lovön.
The barrow of Björn Ironside is on the island of Munsö, within the lake.",00265.jpg,00266.jpg,Europe
<Mývatn>,Mývatn,Iceland,65.6,-17.0,Mývatn-pjt.jpg,"Mývatn, near Höfði Nature Park",https://upload.wikimedia.org/wikipedia/commons/f/fe/M%C3%BDvatn-pjt.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/M%C3%BDvatn-pjt.jpg/250px-M%C3%BDvatn-pjt.jpg,"Mývatn is a shallow lake situated in an area of active volcanism in the north of Iceland, not far from Krafla volcano. It has a high amount of biological activity. The lake and the surrounding wetlands provides a habitat for a number of waterbirds, especially ducks.
The lake was created by a large basaltic lava eruption 2300 years ago, and the surrounding landscape is dominated by volcanic landforms, including lava pillars and rootless vents (pseudocraters). The effluent river Laxá is known for its rich fishing for brown trout and Atlantic salmon.
The name of the lake (Icelandic mý (""midge"") and vatn (""lake""); the lake of midges) comes from the large numbers of midges present in the summer.
The name Mývatn is sometimes used not only for the lake but the whole surrounding inhabited area.  The River Laxá, Lake Mývatn and the surrounding wetlands are protected as a nature reserve (the Mývatn-Laxá Nature Conservation Area, which occupies 4,400 km2 (440,000 ha).
Since the year 2000, a marathon around the lake takes place in the summer.",00266.jpg,00267.jpg,Europe
<Reservoir_Blanc>,Reservoir Blanc,Canada,47.75222,-73.20639,HQ_-_Centrale_de_Rapide-Blanc_3.jpg,Rapide-Blanc Generating Station with “Reservoir Blanc” upstream,https://upload.wikimedia.org/wikipedia/commons/7/74/HQ_-_Centrale_de_Rapide-Blanc_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/HQ_-_Centrale_de_Rapide-Blanc_3.jpg/250px-HQ_-_Centrale_de_Rapide-Blanc_3.jpg,"The Réservoir Blanc (English: White Reservoir) is a reservoir located in the city of La Tuque, in Quebec, Canada. The artificial lake was created in 1930 by the construction of the Rapide-Blanc Generating Station on Saint-Maurice River. The year 1996 marked the end of a period of 150 years of “drave” (transport of wood by flotation on the water) on the Saint-Maurice River; consequently the amateurs of recreation-touristic activities have appropriated the ""Réservoir Blanc"" mainly for boating and fishing. Around the reservoir and tributaries, a few hundred cottages are there and a few outfitters provide services to visitors.",00267.jpg,00268.jpg,North America
<Lake_Balžis>,Lake Balžis,Lithuania,54.788999999999994,25.434,Balžis iš rytų.JPG,Lake Balžis from the eastern shore,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bal%C5%BEis_i%C5%A1_ryt%C5%B3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Bal%C5%BEis_i%C5%A1_ryt%C5%B3.JPG/250px-Bal%C5%BEis_i%C5%A1_ryt%C5%B3.JPG,,00268.jpg,00269.jpg,Europe
<Guntersville_Lake>,Guntersville Lake,United States,34.42305555555555,-86.39222222222223,USACE Guntersville Lock and Dam.jpg,Guntersville Lock and Dam,https://upload.wikimedia.org/wikipedia/commons/5/54/USACE_Guntersville_Lock_and_Dam.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/USACE_Guntersville_Lock_and_Dam.jpg/250px-USACE_Guntersville_Lock_and_Dam.jpg,Guntersville Lake (generally referred to locally as Lake Guntersville) is located in north Alabama between Bridgeport and Guntersville.,00269.jpg,00270.jpg,North America
<Lake_Rukwa>,Lake Rukwa,Tanzania,-8.0,32.416666666666664,Lake Rukwa.png,"Lake Rukwa, as seen from space.",https://upload.wikimedia.org/wikipedia/commons/9/9b/Lake_Rukwa.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Lake_Rukwa.png/250px-Lake_Rukwa.png,Lake Rukwa is an endorheic lake in the Rukwa Valley of southwestern Tanzania.,00010.png,00011.png,Africa
<Viheri>,Viheri,Finland,61.71666666666667,26.18333333333333,Viherin museosilta.jpg,"Bridge, Viheri",https://upload.wikimedia.org/wikipedia/commons/7/73/Viherin_museosilta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Viherin_museosilta.jpg/250px-Viherin_museosilta.jpg,"Viheri is a lake. It is located in the area of Joutsa municipality, in the Central Finland region in Finland. It is almost totally open water area because there is only a couple of small islands.",00270.jpg,00271.jpg,Europe
<Lake_Timsah>,Lake Timsah,Egypt,30.566670000000002,32.28333,Nile_Delta_Surrounding.jpg,Map of the Nile Delta showing Lake Timsah at center right.,https://upload.wikimedia.org/wikipedia/commons/4/4e/Nile_Delta_Surrounding.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Nile_Delta_Surrounding.jpg/250px-Nile_Delta_Surrounding.jpg,"Lake Timsah, also known as Crocodile Lake, is a lake in Egypt on the Nile delta. It lies in a basin developed along a fault extending from the Mediterranean Sea to the Gulf of Suez through the Bitter Lakes region. In 1800, a flood filled the Wadi Tumilat, which caused Timsah's banks to overflow and moved water south into the Bitter Lakes about nine miles (14 km) away. In 1862, the lake was filled with waters from the Red Sea, and became part of the Suez Canal.",00271.jpg,00272.jpg,Africa
